Gmt time,Ask,Bid,AskVolume,BidVolume
24.06.2024 00:00:00.190,4.05001,4.0471900000000005,-140,1300
24.06.2024 00:00:00.242,4.05001,4.04725,260,600
24.06.2024 00:00:00.595,4.049760000000001,4.04724,660,1300
24.06.2024 00:00:14.282,4.049910000000001,4.04726,-140,1300
24.06.2024 00:00:19.397,4.050009999999999,4.047210000000001,360,660
24.06.2024 00:00:19.598,4.05003,4.04739,360,1300
24.06.2024 00:00:19.900,4.05008,4.0474000000000006,760,1100
24.06.2024 00:00:20.001,4.05004,4.04739,760,1000
24.06.2024 00:00:20.052,4.050070000000001,4.04785,60,700
24.06.2024 00:00:20.454,4.0500300000000005,4.047790000000001,760,400
24.06.2024 00:00:21.207,4.05011,4.04774,460,900
24.06.2024 00:00:21.459,4.05006,4.04772,1100,1200
24.06.2024 00:00:23.013,4.05022,4.04785,460,500
24.06.2024 00:00:23.064,4.05029,4.04778,900,1300
24.06.2024 00:00:23.164,4.05025,4.04784,760,900
24.06.2024 00:00:23.215,4.05024,4.04774,1100,1100
24.06.2024 00:00:30.141,4.050260000000001,4.04783,700,900
24.06.2024 00:00:51.199,4.0503,4.047840000000001,500,600
24.06.2024 00:00:53.454,4.05021,4.04779,900,900
24.06.2024 00:00:53.555,4.05036,4.04805,600,400
24.06.2024 00:00:55.013,4.05011,4.04798,1200,500
24.06.2024 00:00:55.316,4.0502,4.047960000000001,800,800
24.06.2024 00:00:56.219,4.05035,4.04833,360,1200
24.06.2024 00:00:56.320,4.05036,4.04831,60,700
24.06.2024 00:00:56.472,4.0508299999999995,4.0483199999999995,360,1300
24.06.2024 00:00:56.523,4.05089,4.04839,760,1100
24.06.2024 00:00:56.674,4.0509200000000005,4.0484,660,600
24.06.2024 00:00:56.775,4.0509200000000005,4.04857,760,1000
24.06.2024 00:00:56.926,4.050610000000001,4.04839,1300,600
24.06.2024 00:00:57.178,4.0504500000000005,4.04844,1100,1000
24.06.2024 00:00:58.982,4.0506,4.04839,1100,800
24.06.2024 00:00:59.083,4.05065,4.048360000000001,400,900
24.06.2024 00:01:02.461,4.05088,4.048330000000001,760,700
24.06.2024 00:01:02.662,4.05093,4.04832,160,700
24.06.2024 00:01:02.963,4.05094,4.0483,160,700
24.06.2024 00:01:03.416,4.050820000000001,4.048349999999999,1400,500
24.06.2024 00:01:05.122,4.05076,4.048279999999999,700,1300
24.06.2024 00:01:05.574,4.05102,4.04839,260,500
24.06.2024 00:01:05.675,4.05087,4.048330000000001,260,900
24.06.2024 00:01:06.278,4.05088,4.04856,660,400
24.06.2024 00:01:06.379,4.05091,4.0485299999999995,260,800
24.06.2024 00:01:06.683,4.0509,4.04864,760,800
24.06.2024 00:01:06.733,4.05114,4.04865,460,800
24.06.2024 00:01:06.785,4.05102,4.048590000000001,500,1100
24.06.2024 00:01:07.540,4.051190000000001,4.04868,1300,1400
24.06.2024 00:01:09.448,4.05135,4.04877,660,800
24.06.2024 00:01:09.951,4.05137,4.04898,760,1200
24.06.2024 00:01:10.002,4.051740000000001,4.04896,860,1200
24.06.2024 00:01:10.253,4.051750000000001,4.049180000000001,360,900
24.06.2024 00:01:10.353,4.051800000000001,4.04917,460,600
24.06.2024 00:01:10.454,4.051900000000001,4.0491600000000005,-40,1000
24.06.2024 00:01:10.656,4.051810000000001,4.04923,600,1400
24.06.2024 00:01:10.807,4.05168,4.049200000000001,1300,600
24.06.2024 00:01:11.209,4.05161,4.049170000000001,500,1200
24.06.2024 00:01:11.360,4.05189,4.0491399999999995,-140,1000
24.06.2024 00:01:11.561,4.05189,4.04925,560,1300
24.06.2024 00:01:12.967,4.05182,4.049189999999999,760,1400
24.06.2024 00:01:13.318,4.0517900000000004,4.0492099999999995,1000,500
24.06.2024 00:01:13.419,4.0517,4.04893,600,800
24.06.2024 00:01:13.520,4.0514,4.04902,800,900
