Gmt time,Ask,Bid,AskVolume,BidVolume
24.06.2024 00:00:00.190,7.45896,7.458419999999999,1000,1400
24.06.2024 00:00:00.994,7.4589,7.458420000000003,800,1200
24.06.2024 00:00:01.546,7.45892,7.4583999999999975,600,700
24.06.2024 00:01:16.955,7.45891,7.458410000000006,1200,600
24.06.2024 00:01:18.157,7.45901,7.458419999999995,700,500
24.06.2024 00:01:20.162,7.458990000000001,7.458419999999995,1200,1100
24.06.2024 00:01:24.173,7.45906,7.458440000000002,900,800
24.06.2024 00:01:26.929,7.459030000000001,7.458439999999995,1100,1000
24.06.2024 00:01:27.129,7.45913,7.458459999999999,900,400
24.06.2024 00:01:27.180,7.459160000000001,7.458520000000005,1200,600
24.06.2024 00:01:27.231,7.4591400000000005,7.458530000000001,500,600
24.06.2024 00:01:27.632,7.459210000000001,7.458570000000001,1000,600
24.06.2024 00:01:27.682,7.4593500000000015,7.458650000000002,700,1000
24.06.2024 00:01:27.733,7.45936,7.4587100000000035,1400,900
24.06.2024 00:01:28.236,7.4593799999999995,7.4587299999999965,700,1300
24.06.2024 00:01:30.140,7.45933,7.458770000000002,1300,1300
24.06.2024 00:01:30.942,7.45939,7.458779999999998,1200,700
24.06.2024 00:01:41.578,7.459420000000001,7.4587900000000005,800,1400
24.06.2024 00:01:45.986,7.45938,7.45882,1100,1100
24.06.2024 00:01:46.388,7.45939,7.458809999999998,800,600
24.06.2024 00:01:46.439,7.45943,7.458800000000002,600,1100
24.06.2024 00:01:51.702,7.45943,7.458800000000001,500,700
24.06.2024 00:01:53.257,7.4594000000000005,7.458790000000002,900,700
24.06.2024 00:01:57.370,7.45929,7.458779999999996,1200,1100
24.06.2024 00:01:57.572,7.4594000000000005,7.458789999999995,400,400
24.06.2024 00:01:57.623,7.45932,7.458779999999996,1000,1000
24.06.2024 00:01:58.426,7.459370000000001,7.458790000000002,600,1000
24.06.2024 00:02:03.136,7.45936,7.458819999999999,1200,900
24.06.2024 00:02:03.186,7.459360000000001,7.4588,600,600
24.06.2024 00:02:05.493,7.459350000000001,7.4587800000000035,1400,800
24.06.2024 00:02:05.594,7.4593500000000015,7.458789999999994,800,500
24.06.2024 00:02:06.396,7.459320000000001,7.458780000000001,1100,1000
24.06.2024 00:02:06.446,7.459370000000001,7.458789999999995,500,1300
24.06.2024 00:02:06.948,7.459370000000001,7.458779999999999,600,600
24.06.2024 00:02:08.250,7.459360000000001,7.458790000000004,700,500
24.06.2024 00:02:08.602,7.459350000000001,7.4587800000000035,900,1400
24.06.2024 00:02:10.655,7.459330000000001,7.458790000000002,600,600
24.06.2024 00:02:28.890,7.45932,7.458810000000003,900,600
24.06.2024 00:02:28.991,7.45936,7.458789999999998,500,1200
24.06.2024 00:02:30.395,7.459320000000001,7.458810000000006,1200,1200
24.06.2024 00:02:30.596,7.45938,7.458840000000004,1000,800
24.06.2024 00:02:40.370,7.45936,7.458819999999999,800,800
24.06.2024 00:02:44.151,7.4593500000000015,7.4588000000000045,1300,500
24.06.2024 00:02:44.252,7.4593300000000005,7.45878,900,400
24.06.2024 00:02:47.013,7.459360000000001,7.4587900000000005,900,800
24.06.2024 00:02:47.264,7.459250000000002,7.458769999999998,400,1000
24.06.2024 00:02:47.414,7.459199999999999,7.4587500000000055,1400,600
24.06.2024 00:02:47.666,7.45929,7.45876,900,800
24.06.2024 00:02:47.767,7.459289999999999,7.458749999999999,700,900
24.06.2024 00:02:47.867,7.45925,7.458759999999999,1300,1300
24.06.2024 00:02:49.269,7.459249999999999,7.458749999999996,900,700
24.06.2024 00:02:49.320,7.45928,7.458759999999998,800,600
24.06.2024 00:02:49.570,7.459269999999999,7.458749999999998,500,1000
24.06.2024 00:02:52.275,7.45928,7.458759999999996,1200,900
24.06.2024 00:02:52.476,7.459270000000001,7.458760000000003,400,900
24.06.2024 00:02:52.527,7.45923,7.45876,600,700
24.06.2024 00:02:52.677,7.45921,7.458749999999996,1200,600
24.06.2024 00:03:04.004,7.459220000000001,7.45877,900,1200
24.06.2024 00:03:04.254,7.45926,7.458749999999999,1100,1000
24.06.2024 00:03:06.259,7.45925,7.458760000000002,400,1400
24.06.2024 00:03:18.240,7.459270000000001,7.458770000000002,500,1200
24.06.2024 00:03:20.268,7.4593,7.458759999999996,1200,600
24.06.2024 00:03:27.033,7.45932,7.458780000000005,1000,1200
24.06.2024 00:03:29.590,7.45936,7.458780000000003,700,800
